Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types
ELEC,CARCHARGING,148 W 68th St,,New York,NY,10023,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.7756882,-73.9829025,2015-01-30,39824,2015-01-30 08:47:24 UTC,,,,,,,,,NEMA520 J1772
ELEC,EV,2580 El Camino Real,,Redwood City,CA,94061,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.472101,-122.217256,2015-01-30,64281,2015-01-30 09:11:43 UTC,,,,,,,,,J1772
ELEC,Rochester KOA,5232 65th Avenue SE,,Rochester,MN,55904,,507-288-0785,E,,Public - Call ahead,24 hours daily,,,,,1,,,,,,200-8,43.94473,-92.347833,2015-01-06,60312,2015-01-06 17:43:28 UTC,P,,,2014-01-01,,,,,NEMA1450
ELEC,Cracker Barrel 21 Cleveland,1650 Clingan Ridge Drive NW,,Cleveland,TN,37312,,888-998-2546,E,,Public,"MON: 6:00am-10:00pm, 5:00am-11:00pm | TUE: 6:00am-10:00pm, 5:00am-11:00pm | WED: 6:00am-10:00pm, 5:00am-11:00pm | THU: 6:00am-10:00pm, 5:00am-11:00pm | FRI: 6:00am-11:00pm, 5:00am-11:00pm | SAT: 6:00am-11:00pm | SUN: 6:00am-10:00pm, 6:00am-11:00pm",,,,,,1,2,,Blink Network,http://www.blinknetwork.com/,GPS,35.192387,-84.88344,2015-01-30,45048,2015-01-30 08:13:09 UTC,,,,,,,,,CHADEMO J1772
ELEC,NEW LEAF,1101 Fair Ave,,Santa Cruz,CA,95060,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,36.9595694,-122.046762,2015-01-30,52761,2015-01-30 08:41:08 UTC,,,,,,,,,NEMA520 J1772
ELEC,PARKWAY,1201 Filbert St,,Philadelphia,PA,19107,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.9531992,-75.160217,2015-01-30,49698,2015-01-30 09:03:26 UTC,,,,,,,,,J1772
ELEC,Gates Nissan,143 Boston Post Rd,,North Windham,CT,06256,,860-456-0055,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,,,200-8,41.7283586,-72.1878358,2015-01-06,44467,2015-01-06 17:45:09 UTC,P,,,2011-11-30,,,,,J1772
ELEC,Lehn & Vogt Insurance,2980 S McCall Rd,Located at S McCall Rd and Oriole Blvd (San Casa Blvd),Englewood,FL,34224,,941-698-8877,E,,Public,24 hours daily,,,,,,11,,,,,GPS,26.934722,-82.308889,,65410,2015-01-27 19:40:54 UTC,P,,,2013-12-01,,,,,J1772
ELEC,Orland Park Nissan,8550 W 159th St,,Orland Park,IL,60462,,708-403-1300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,41.6018418,-87.8278174,2015-01-06,47219,2015-01-06 17:45:05 UTC,P,,,2012-01-31,,,,,J1772
ELEC,"Walgreens - Renton, WA #7355",3011 NE Sunset Blvd,,Renton,WA,98056,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.5025057,-122.1780214,2015-01-30,43800,2015-01-30 08:34:57 UTC,,,,,,,,,J1772
ELEC,College Avenue Parking Deck,101 W Mulberry St,Located on lowest level of parking deck,Normal,IL,61761,,309-454-2444,E,,Public,24 hours daily; pay lot,,,,,,3,,,,,200-8,40.5112572,-88.98581,2015-01-06,38856,2015-01-06 17:45:55 UTC,LG,,,2011-04-15,,,,,J1772
ELEC,California Air Resources Board,9530 Telstar Ave,,El Monte,CA,91731,,626-575-6800,E,,Public,24 hours daily,,,,,,4,,,,,GPS,34.06872,-118.064,2015-01-06,1583,2015-01-06 17:45:45 UTC,P,,,1996-10-15,,,,,J1772
ELEC,COA FACILITIES,4201 Ed Bluestein Blvd,,Austin,TX,78725,,888-758-4389,E,,Public,24 hours daily,,,,,3,3,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,30.2776468,-97.6663129,2015-01-30,43280,2015-01-30 08:52:47 UTC,,,,,,,,,NEMA520 J1772
ELEC,Oak Street Ramp,401 Oak St SE,,Minneapolis,MN,55414,,651-223-9568,E,,Public,24 hours daily,,,,,,2,,,,,200-8,44.9718136,-93.2262442,2015-01-06,53875,2015-01-06 17:45:23 UTC,P,,,2013-11-01,,,,,J1772
ELEC,BLUE LOT,1630 Metropolitan Pkwy SW Building 600,,Atlanta,GA,30310,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,33.7098846,-84.4032646,2015-01-30,65269,2015-01-30 09:17:31 UTC,,,,,,,,,J1772
ELEC,ECOtality North America,9400 N Central Expy,,Dallas,TX,75231,,888-998-2546,E,,Public - Card key at all times,24 hours daily; network card required,,,,,,1,,,,,GPS,32.876628,-96.767341,2013-11-25,50887,2015-01-09 14:33:41 UTC,P,,,2013-02-15,,,,,J1772
ELEC,MICA,1401 W Mt Royal Ave,,Baltimore,MD,21217,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.3090841,-76.6220595,2015-01-30,49363,2015-01-30 08:58:41 UTC,,,,,,,,,J1772 NEMA520
ELEC,7th & Pike Garage,1508 7th Ave,,Seattle,WA,98101,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,47.6117035,-122.3334138,2015-01-30,51571,2015-01-30 08:11:58 UTC,,,,,,,,,J1772
ELEC,Chesapeake's,500 Henley,,Knoxville,TN,37902,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,35.963645,-83.922187,2015-01-30,51829,2015-01-30 08:14:30 UTC,,,,,,,,,J1772
ELEC,FLEET SERVICES,651 Pine St,,Martinez,CA,94553,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.0195503,-122.1332016,2015-01-30,43479,2015-01-30 08:59:29 UTC,,,,,,,,,J1772
ELEC,TYNGSBOROUGH MA,89 Kendall Rd,,Tyngsborough,MA,01879,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,42.6792081,-71.4311261,2015-01-30,52274,2015-01-30 09:02:05 UTC,,,,,,,,,NEMA520 J1772
ELEC,EVPASS,561 Solar St,,Syracuse,NY,13204,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,43.0664673,-76.1700516,2015-01-30,55723,2015-01-30 08:45:03 UTC,,,,,,,,,J1772
ELEC,Fairmont Orchid,1 N Kaniku Dr,Located in the guest parking lot on the right side.,Kamuela,HI,96743,,808-885-2000,E,,Public,24 hours daily,,,,,,2,,,,,200-8,19.9512222,-155.8596724,2015-01-06,51529,2015-01-06 17:45:40 UTC,P,,,2013-03-20,,,,,J1772
ELEC,LRCGSAVEH010114,Depot Rd,,Fort Irwin,CA,92310,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,35.2467012,-116.6801961,2015-01-30,62901,2015-01-30 09:14:24 UTC,,,,,,,,,J1772
ELEC,JANSSEN,9220 Trade Pl,,San Diego,CA,92126,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,32.8922689,-117.154655,2015-01-30,64474,2015-01-30 09:14:47 UTC,,,,,,,,,J1772
ELEC,JNS,1649 W Belmont Ave,,Chicago,IL,60657,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,41.9394826,-87.6704535,2015-01-30,40801,2015-01-30 08:40:03 UTC,,,,,,,,,J1772
ELEC,MOARNG,Militia Dr,,Jefferson City,MO,65101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.5518284,-92.072655,2015-01-30,63403,2015-01-30 09:14:18 UTC,,,,,,,,,J1772
ELEC,Los Angeles County Sheriff - Temple City Station,8838 Las Tunas Dr,,Temple City,CA,91780,,323-881-3919 ,E,,Public,"24 hours daily; keypad activated, instructions on EVSE",,,,,,2,,,,,200-8,34.1030474,-118.0758157,2015-01-06,63064,2015-01-06 17:47:34 UTC,LG,,,2014-08-01,,,,,J1772
ELEC,INTERPARK,318 S Federal St,,Chicago,IL,60604,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,41.8773356,-87.6299912,2015-01-30,37164,2015-01-30 08:54:29 UTC,,,,,,,,,NEMA520 J1772
ELEC,METRO NASHVILLE,2500 Charlotte Ave,,Nashville,TN,37203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,36.1552453,-86.8120814,2015-01-30,63039,2015-01-30 09:14:47 UTC,,,,,,,,,J1772
ELEC,CARCHARGING,215 East 96th St.,,New York,NY,10128,,888-758-4389,E,,Public,24 hours daily,,,,,1,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,40.7852783,-73.9481064,2015-01-30,49582,2015-01-30 08:47:52 UTC,,,,,,,,,J1772 NEMA520
ELEC,Kohl's Store #522 Franklin,300 Spring Creek Dr,,Franklin,TN,37067,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,4,,,Blink Network,http://www.blinknetwork.com/,GPS,35.936918,-86.820281,2015-01-30,45060,2015-01-30 08:13:07 UTC,,,,,,,,,J1772
ELEC,Kwik Trip #326,3123 S Highway 51,,Janesville,WI,53546,,608-752-3354,E,,Public,24 hours daily,A Checks Cash D M V,,,,1,,,,,,200-8,42.6350214,-89.0309351,2015-01-06,60501,2015-01-06 17:46:02 UTC,P,,,2013-07-25,,,,,NEMA520
ELEC,PALISADES VW,115 NY-59,,Nyack,NY,10960,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,41.093888,-73.9402778,2015-01-30,65328,2015-01-30 09:16:48 UTC,,,,,,,,,J1772
ELEC,Ward Warehouse,1050 Ala Moana Blvd,Located in front of Executive Chef.  Front row stall as you enter center parking.,Honolulu,HI,96814,,808-591-8411,E,,Public,24 hours daily,,,,,,1,,,,,200-8,21.2949591,-157.8570423,2015-01-06,61242,2015-01-06 17:46:07 UTC,P,,,2013-11-21,,,,,J1772
ELEC,NV ENERGY - 1,7400 S Las Vegas Blvd,,Las Vegas,NV,89123,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,36.0518062,-115.1695194,2015-01-30,60489,2015-01-30 09:05:12 UTC,,,,,,,,,NEMA520 J1772
ELEC,CPSE-SATX,4541 Fredericksburg Rd,,San Antonio,TX,78201,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,29.4910197,-98.5532077,2015-01-30,56482,2015-01-30 08:51:09 UTC,,,,,,,,,J1772
ELEC,Port of San Diego - Spanish Landing,North Harbor Drive,,San Diego,CA,92101,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,32.729,-117.2048,2015-01-30,47635,2015-01-30 08:09:46 UTC,,,,,,,,,J1772
ELEC,1701 Market Street,1701 Market Street,,Philadelphia,PA,19103,,800-663-5633,E,,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,39.9533718,-75.1687937,2015-01-30,61807,2015-01-30 08:35:21 UTC,,,,,,,,,J1772
ELEC,Cracker Barrel 12 Knoxville,5001 Central Avenue Pike,,Knoxville,TN,37912,,888-998-2546,E,,Public,MON: 6:00am-10:00pm | TUE: 6:00am-10:00pm | WED: 6:00am-10:00pm | THU: 6:00am-10:00pm | FRI: 6:00am-11:00pm | SAT: 6:00am-11:00pm | SUN: 6:00am-10:00pm,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,36.009202,-83.968776,2015-01-30,45075,2015-01-30 08:13:10 UTC,,,,,,,,,J1772
ELEC,Paul Miller Nissan,930 Kings Hwy E,,Fairfield,CT,06825,,203-367-5050,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,41.16725,-73.2336,2015-01-06,60900,2015-01-06 17:45:09 UTC,P,,,2011-11-30,,,,,J1772
ELEC,Clay Cooley Nissan,39690 Lyndon B Johnson Fwy,,Dallas,TX,75237,,972-709-2000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,32.6465507,-96.8638412,2015-01-06,39718,2015-01-06 17:43:48 UTC,P,,,2011-03-15,,,,,J1772
ELEC,HOLLAND BPW,176 EAST 10TH st,,Holland,MI,49423,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,42.7882347,-86.0992584,2015-01-30,41026,2015-01-30 08:58:04 UTC,,,,,,,,,NEMA520 J1772
ELEC,Dairy Queen,320 Pacific Ave S,,Monmouth,OR,97361,,888-833-2148,E,,Public,24 hours daily; requires network key fob or call 888-833-2148,,,,,,1,1,,AeroVironment Network,http://evsolutions.avinc.com/services/subscriber_network/,200-8,44.84617,-123.2296522,2015-01-06,49383,2015-01-06 17:46:02 UTC,P,,,2012-12-01,,,,,J1772 CHADEMO
ELEC,HY-VEE,3504 Clinton Parkway,,Lawrence,KS,66047,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.9443896,-95.2805104,2015-01-30,44906,2015-01-30 09:00:34 UTC,,,,,,,,,J1772
ELEC,UM PTS,120 Penn St,,Baltimore,MD,21201,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.2862129,-76.6266327,2015-01-30,43194,2015-01-30 08:59:09 UTC,,,,,,,,,NEMA520 J1772
ELEC,Kroger Store #634 - Dallas - Dallas Acworth Hwy,8876 Dallas Acworth Hwy,,Dallas,GA,30132,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,34.010307,-84.753349,2015-01-30,52772,2015-01-30 08:14:13 UTC,,,,,,,,,J1772
ELEC,TOPAZ,222 W 6th St,,Los Angeles,CA,90731,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,33.7391494,-118.2826259,2015-01-30,61935,2015-01-30 08:40:55 UTC,,,,,,,,,J1772
ELEC,CITY OF ANAHEIM,201 S. Anaheim Blvd,,Anaheim,CA,92805,,888-758-4389,E,,Public,24 hours daily,,,,,1,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,33.8346211,-117.9139693,2015-01-30,36344,2015-01-30 09:03:20 UTC,,,,,,,,,NEMA520 J1772
ELEC,350GREEN,2690 Pacific Coast Hwy,,Torrance,CA,90505,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,33.7918739,-118.3329086,2015-01-30,43829,2015-01-30 08:46:11 UTC,,,,,,,,,J1772
ELEC,Hawaii Convention Center,1801 Kalakaua Ave,"In parking structure, Aisle B, next to the pedestrian walkway",Honolulu,HI,96815,,808-943-3500,E,,Public,Garage business hours,,,,,,1,,,,,GPS,21.289897,-157.835614,2015-01-06,49006,2015-01-06 17:46:04 UTC,P,,,2012-06-30,,,,,J1772
ELEC,Fern River Resort,5250 Highway 9,,Felton,CA,95018,,831-335-4412,E,,Public - Call ahead,9am-5pm daily; reservation required for use,,,,,,1,,,,,200-8,37.039478,-122.068752,2015-01-06,61767,2015-01-06 17:49:15 UTC,P,,,2014-02-01,,,,,J1772
ELEC,BASNEY BMW,52203 IN-933,,South Bend,IN,46637,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,41.7350425,-86.2511229,2015-01-30,62132,2015-01-30 08:41:47 UTC,,,,,,,,,J1772
ELEC,Himmel Park Branch Library,1035 North Treat,,Tucson,AZ,85716,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,32.234652,-110.931963,2015-01-30,47507,2015-01-30 08:11:52 UTC,,,,,,,,,J1772
ELEC,EAST PEORIA,400 West Washington Street,,East Peoria,IL,61611,,888-758-4389,E,,Public,24 hours daily,,,,,3,3,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,40.66992,-89.585606,2015-01-30,56952,2015-01-30 08:55:57 UTC,,,,,,,,,NEMA520 J1772
ELEC,Lithia Nissan of Fresno,5580 N Blackstone Ave,,Fresno,CA,93710,,559-435-3500,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,36.818514,-119.789471,2015-01-06,39894,2015-01-06 17:44:16 UTC,P,,,2011-03-15,,,,,J1772
ELEC,LEE COUNTY GOV,Heitman St,,Fort Myers,FL,33901,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,26.6406136,-81.8712921,2015-01-30,42691,2015-01-30 08:48:37 UTC,,,,,,,,,J1772
ELEC,BELLEVUE PLACE,800 Bellevue Way NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,47.6179532,-122.2007493,2015-01-30,38964,2015-01-30 08:49:00 UTC,,,,,,,,,NEMA520 J1772
ELEC,Consumers Energy,11797 Farmington Rd,,Livonia,MI,48150,,517-930-4568,E,,Public,24 hours daily,,,,,,4,,,,,200-8,42.36958629999999,-83.37226729999999,2015-01-06,54074,2015-01-09 14:25:12 UTC,P,,,2014-08-27,,,,,J1772
ELEC,Phoenix Community College Garage,1202 W Thomas Road,,Phoenix,AZ,85013,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,33.482058,-112.090209,2015-01-30,45227,2015-01-30 08:11:56 UTC,,,,,,,,,J1772
ELEC,AUTOHAUS BMW,3015 S Hanley Rd,,Maplewood,MO,63143,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.6095649,-90.3342878,2015-01-30,60014,2015-01-30 08:39:39 UTC,,,,,,,,,J1772
ELEC,Smyrna Town Centre,100 Sam Ridley Pkwy,,Smyrna,TN,37167,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,3,,,Blink Network,http://www.blinknetwork.com/,GPS,35.996046,-86.525702,2015-01-30,51307,2015-01-30 08:11:41 UTC,,,,,,,,,J1772
ELEC,High Point Inn,"10386 Water Street, Hwy 42",,Ephraim,WI,54211,,800-663-5633,E,,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,45.154464,-87.1697171,2015-01-30,62781,2015-01-30 08:35:24 UTC,,,,,,,,,J1772
ELEC,LAKE SHORE,225 N Columbus Dr,,Chicago,IL,60601,,888-758-4389,E,,Public,24 hours daily,,,,,6,6,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,41.8865294,-87.6200469,2015-01-30,56839,2015-01-30 08:54:47 UTC,,,,,,,,,NEMA520 J1772
ELEC,METRO TRANSIT,6636 York Ave S,,Minneapolis,MN,55435,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,44.881778,-93.322091,2015-01-30,62380,2015-01-30 08:41:17 UTC,,,,,,,,,J1772
ELEC,NRG eVgo - City of Berwyn - Muni Parking Garage,3320 Grove Ave,,Berwyn,IL,60402,,877-455-3833,E,,Public - Card key at all times,24 hours daily; eVgo network subscription and key fob required,,,,,,,1,,eVgo Network,https://www.evgonetwork.com/,GPS,41.831543,-87.794162,2015-01-06,64641,2015-01-06 17:49:10 UTC,P,,,2014-11-17,,,,,CHADEMO
ELEC,CITY HALL LOT,460 8 W 1st St,,Claremont,CA,91711,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,34.0943513,-117.7199318,2015-01-30,60335,2015-01-30 08:43:50 UTC,,,,,,,,,J1772
ELEC,Fry's Store #73 Glendale,6625 W. Happy Valley Road,,Glendale,AZ,85310,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,33.711116,-112.201538,2015-01-30,52074,2015-01-30 08:11:07 UTC,,,,,,,,,J1772
ELEC,LIBRARY KIOSK,24 Main St,,New Milford,CT,06776,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,41.5785572,-73.41116,2015-01-30,61922,2015-01-30 09:15:08 UTC,,,,,,,,,J1772
ELEC,Leavenworth City Hall,700 US Highway 2,"US 2, behind building. West Coast Electric Highway EV Charging Network station.",Leavenworth,WA,98826,,888-833-2148,E,,Public - Card key at all times,24 hours daily; network key fob required or call 888-833-2148,,,,,,1,1,,AeroVironment Network,http://evsolutions.avinc.com/services/subscriber_network/,GPS,47.5949988,-120.6637258,2015-01-06,48277,2015-01-06 17:48:38 UTC,SG,,,2012-05-31,,,,,J1772 CHADEMO
ELEC,University of Pittsburgh Medical Center - Children's Hospital,4401 Penn Ave,,Pittsburgh,PA,15224,,412-692-8088,E,,Public,24 hours daily,,,,,,2,,,,,200-8,40.466533,-79.95320339999999,2015-01-06,64349,2015-01-06 17:49:07 UTC,P,,,2014-04-28,,,,,J1772
ELEC,KOHL'S,27380 Heather Ridge Rd,,Laguna Niguel,CA,92677,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,33.564724,-117.7107468,2015-01-30,42249,2015-01-30 08:56:10 UTC,,,,,,,,,NEMA520 J1772
ELEC,Driftwood Shores Resort and Conference Center,88416 1st Ave,Located at Heceta Beach Rd and First Ave,Florence,OR,97439,,541-997-8263,E,,Public,24 hours daily,,,,,,2,,,,,200-8,44.036004,-124.132649,2015-01-06,50858,2015-01-06 17:49:14 UTC,P,,,2011-08-01,,,,,J1772
ELEC,MBTA,Alewife Station Access Rd,,Cambridge,MA,02138,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,42.3956375,-71.1425018,2015-01-30,42714,2015-01-30 09:00:24 UTC,,,,,,,,,J1772
ELEC,CAN,Cañada College 4200 Farm Hill Dr.,,Redwood City,CA,94061,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.4485868,-122.2646387,2015-01-30,63086,2015-01-30 09:09:15 UTC,,,,,,,,,J1772
ELEC,Artistic Dental,2333 E Campbell Ave,,Phoenix,AZ,85016,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,33.5018765,-112.0308152,2015-01-30,49242,2015-01-30 08:14:48 UTC,,,,,,,,,J1772
ELEC,Lovering Mitsubishi,93 Manchester St,,Concord,NH,03302,,603-226-2999,E,,Public,24 hours daily,,,,,,1,,,,,200-8,43.1905344,-71.5093771,2015-01-06,63249,2015-01-06 17:47:50 UTC,P,,,2014-07-01,,,,,J1772
ELEC,Thoroughbred Ford,8501 N Boardwalk Ave,Located at I-29 & NW Barry Road.,Kansas City,MO,64154,,816-505-1818,E,,Public,Dealership business hours,,,,,,1,,,,,200-8,39.2498962,-94.6569461,2015-01-06,52003,2015-01-06 17:46:31 UTC,P,,,2013-03-15,,,,,J1772
ELEC,Twin Peaks Restaurant,8787 Frank Lloyd Wright Blvd,,Scottsdale,AZ,85260,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,33.6296087,-111.8909014,2015-01-30,45277,2015-01-30 08:11:36 UTC,,,,,,,,,J1772
ELEC,Charleston Visitor Center,375 Meeting St,,Charleston,SC,29403,,843-743-6736,E,,Public,24 hours daily,,,,,,2,,,,,200-8,32.78957,-79.9361,2015-01-06,48632,2015-01-06 17:47:41 UTC,LG,,,2012-03-31,,,,,J1772
ELEC,CITY HALL LOT,227 N Harvard Ave,,Claremont,CA,91711,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,34.096114,-117.7166765,2015-01-30,60334,2015-01-30 08:43:50 UTC,,,,,,,,,J1772
ELEC,CARCHARGING,1101 Main St,,Brockton,MA,02301,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,42.0635475,-71.0162256,2015-01-30,52788,2015-01-30 08:47:54 UTC,,,,,,,,,NEMA520 J1772
ELEC,Hampton Inn,620 Plank Rd,,Clifton Park,NY,12065,,518-373-2345,E,,Public - Call ahead,24 hours daily,,,,,,2,,,,,GPS,42.865544,-73.778317,2015-01-06,61034,2015-01-06 17:44:54 UTC,SG,,,2014-01-01,,,,,J1772
ELEC,State University of New York - School of Environmental Science and Forestry,142 Oakland St,Centennial Hall,Syracuse,NY,13210,,888-758-4389,E,,Public - Card key at all times,24 hours daily; network card required,,,,,,1,,,,,GPS,43.034109,-76.140932,2015-01-06,41754,2015-01-06 17:45:59 UTC,P,,,2011-10-01,,,,,J1772
